record_id,date,state,district,latitude,longitude,rainfall_3h_mm,rainfall_24h_mm,rainfall_7d_mm,rainfall_forecast_72h_mm,soil_moisture_pct,soil_depth_cm,slope_angle_deg,elevation_m,ndvi,lithology_risk,land_use,distance_to_road_m,distance_to_stream_m,drainage_density_km_km2,curvature_index,road_cutting_index,seismicity_index,historical_landslides_5yr,crack_report_count,sensor_vibration_mm_s,risk_score,risk_level,landslide_event_next_72h,data_split
NER-032388,2024-09-07,Meghalaya,West Sikkim,25.34747,91.82174,66.2,272.9,713.5,551.9,55.3,9.4,29.7,2578.8,0.118,low,agriculture,190.2,1586.5,2.691,-0.773,0.089,4.683,2,2,1.89,0.636,medium,1,train
NER-032389,2024-09-08,Mizoram,Lunglei,23.58654,92.86723,11.7,57.1,207,118.6,33,216.9,21.5,546.1,0.536,medium,forest,45.9,764.1,4.119,-0.629,0.083,2.869,4,0,3.8,0.322,low,0,train
NER-032390,2024-09-09,Nagaland,North Tripura,25.85701,93.87162,80,268.5,950,640.7,61.4,133.6,48.7,4026.5,0.084,high,forest,1666.7,649,1.493,-0.705,0.576,1.369,5,2,3.44,0.806,high,1,train
NER-032391,2024-09-10,Sikkim,Tawang,27.28552,88.08514,0.4,6,66.4,44.6,30.4,102.8,25.5,2948.7,0.568,medium,barren slope,1137.6,669.7,7.398,-0.873,0.818,5.284,4,2,1.26,0.319,low,0,train
NER-032392,2024-09-11,Tripura,East Siang,23.94919,91.39111,87.4,160.6,465,200,45.6,187.9,19.2,3093.3,0.575,low,settlement,104,897.1,4.763,-0.393,0.548,3.214,2,0,4.67,0.448,low,1,train
NER-032393,2024-09-12,Arunachal Pradesh,Dima Hasao,27.2496,93.96053,27.1,98,317.7,275.8,43.1,216.6,49.2,3379.7,0.885,medium,settlement,1577.4,1288.1,2.447,0.36,0.779,1.578,2,3,2.3,0.475,medium,0,train
NER-032394,2024-09-13,Assam,Tamenglong,26.09373,93.48122,108.1,170.3,832.8,337.9,70.5,44.5,40.3,3613.2,0.679,medium,agriculture,1675,1023.5,5.215,0.296,0.946,3.21,5,1,1.42,0.744,high,1,train
NER-032395,2024-09-14,Manipur,East Khasi Hills,24.92085,94.01649,12.8,42.4,194.8,102.6,35,106,30.7,453.2,0.244,medium,forest,153.1,408.8,1.128,0.996,0.926,5.307,4,1,2.63,0.432,low,0,validation
NER-032396,2024-09-15,Meghalaya,Aizawl,25.78951,90.77281,92,271.7,950,533.8,74.9,54.9,12.7,3551.7,0.373,medium,agriculture,985.3,228.2,5.452,0.414,0.649,3.836,0,2,2.63,0.704,high,1,validation
NER-032397,2024-09-16,Mizoram,Kohima,23.31358,92.68128,67.9,135.5,589.9,218.5,47.5,91.7,20.4,3202.2,0.443,medium,road corridor,1612,221.3,4.941,0.748,0.634,3.349,2,0,0.85,0.535,medium,0,validation
NER-032398,2024-09-17,Nagaland,West Sikkim,25.9116,94.02253,29.2,94.6,367.9,249.5,51.2,122.9,13.3,713.4,0.74,low,settlement,449.6,346.8,5.867,0.82,0.244,0.931,0,1,2.92,0.37,low,0,test
NER-032399,2024-09-18,Sikkim,Lunglei,27.30824,88.74982,102.5,139.7,711.8,434.2,61.4,38.4,49.1,2361.4,0.643,high,barren slope,643.6,919.5,4.097,-0.19,0.485,3.607,3,2,2.57,0.724,high,1,test
NER-032400,2024-09-19,Tripura,North Tripura,24.00214,91.88992,39.2,67.3,267.3,69,37.1,109.3,23.7,737.5,0.29,medium,forest,1061.5,1298.2,3.939,-0.312,0.842,3.329,0,1,2.11,0.429,low,0,test
NER-032401,2024-09-20,Arunachal Pradesh,Tawang,27.68913,93.7265,106.2,340.2,950,417,60,148.4,35.7,847,0.259,low,settlement,77.9,386.9,2.601,0.184,0.376,2.957,3,1,5.75,0.702,high,1,train
NER-032402,2024-09-21,Assam,East Siang,25.90485,92.79583,92.5,336.6,926.5,248.2,71.7,146.7,41.3,2989.5,0.668,medium,settlement,454.1,1020.2,4.945,0.646,0.975,4.263,2,3,2.64,0.732,high,1,train
NER-032403,2024-09-22,Manipur,Dima Hasao,24.42586,94.34919,60.2,178,617,290.9,63.1,38.3,28.2,1807.7,0.434,high,agriculture,476.9,1558.3,3.631,-0.373,0.692,1.475,0,1,2.31,0.616,medium,1,train
NER-032404,2024-09-23,Meghalaya,Tamenglong,25.34337,91.96207,56.7,197.7,641.9,167.3,57.6,194.3,34.9,933.8,0.178,medium,road corridor,48.5,1484.2,0.269,-0.461,0.895,4.28,4,3,2.12,0.588,medium,1,train
NER-032405,2024-09-24,Mizoram,East Khasi Hills,23.89851,93.29448,58.5,132.8,487.8,393.5,57.2,61.6,44.7,3027.1,0.808,high,settlement,607.5,341.6,6.337,0.229,0.784,5.172,2,3,4.57,0.631,medium,1,train
NER-032406,2024-09-25,Nagaland,Aizawl,26.54336,94.73232,65.3,260.8,950,680,68.4,99.4,36.9,1054,0.84,medium,barren slope,1545.2,57.3,0.928,-0.188,0.834,1.678,2,2,4.35,0.698,medium,0,train
NER-032407,2024-09-26,Sikkim,Kohima,27.36663,88.16428,62.6,165.8,576.2,443.6,53.8,91.7,50.8,1743.4,0.687,medium,road corridor,1617.3,356.2,6.736,-0.391,0.769,1.499,1,1,5.53,0.663,medium,0,train
NER-032408,2024-09-27,Tripura,West Sikkim,24.29827,91.57424,59.9,196.5,480,576.8,44.8,127.1,31.8,3409,0.773,low,agriculture,1730.7,1299,2.193,0.527,0.586,2.948,3,1,0.73,0.498,medium,0,train
NER-032409,2024-09-28,Arunachal Pradesh,Lunglei,27.38187,94.05352,94,214.3,845.3,394.8,59.9,214,26.8,1755.1,0.477,low,road corridor,552.2,257.3,2.716,0.739,0.981,2.115,3,1,3.22,0.614,medium,1,train
NER-032410,2024-09-29,Assam,North Tripura,26.67897,92.46293,1.8,30.4,107.6,32.8,22.1,193.3,30.4,735.5,0.109,medium,road corridor,1758.5,1345.3,3.425,0.992,0.49,0.746,4,0,3.02,0.349,low,0,train
NER-032411,2024-09-30,Manipur,Tawang,24.74447,93.3992,61.2,197.2,596.4,248.4,51.3,59.4,25.6,2488.1,0.882,low,road corridor,141.1,1495.4,3.147,0.395,0.997,0.672,3,3,3.95,0.516,medium,0,train
NER-032412,2024-10-01,Meghalaya,East Siang,24.987,91.6455,60.8,209.7,605,226.5,59.3,10.1,36.8,163.1,0.533,low,road corridor,386.1,702.4,2.812,0.032,0.986,3.367,5,1,2.37,0.59,medium,0,train
NER-032413,2024-10-02,Mizoram,Dima Hasao,23.80345,92.61068,24.1,60.7,305.8,203.4,36.1,117,24.8,2545,0.707,low,road corridor,743.1,1422.9,4.6,0.233,1,3.116,3,2,4.55,0.392,low,0,train
NER-032414,2024-10-03,Nagaland,Tamenglong,26.5517,93.88704,92.9,279.2,950,501,61.1,94.2,7.5,2499.4,0.104,medium,road corridor,1683.8,792,3.515,-0.133,0.625,5.494,2,0,4.05,0.685,medium,1,train
NER-032415,2024-10-04,Sikkim,East Khasi Hills,27.80055,88.38118,92.1,252.6,950,293.7,67.7,35,15.4,1475.3,0.724,high,barren slope,1381.7,455.5,1.369,0.481,0.907,4.503,2,1,4.68,0.663,medium,0,validation
NER-032416,2024-10-05,Tripura,Aizawl,24.071,91.09773,17.1,33.7,175.3,73.3,38.9,213.8,44.4,63.4,0.774,low,road corridor,1317.2,197.7,2.02,0.632,0.999,5.209,2,2,3.1,0.415,low,1,validation
NER-032417,2024-10-06,Arunachal Pradesh,Kohima,27.8579,93.18057,71.2,260.8,950,271.2,71.3,151.7,31.6,3832.7,0.334,high,forest,891.2,960.5,6.897,0.272,0.711,1.579,2,1,1.84,0.706,high,1,validation
NER-032418,2024-10-07,Assam,West Sikkim,26.296,93.14125,54.5,161.3,438.4,349.8,48.8,125.6,41.3,1193.8,0.411,high,barren slope,1660,181.7,2.493,-0.494,0.124,4.266,3,2,3.96,0.633,medium,1,test
NER-032419,2024-10-08,Manipur,Lunglei,24.60952,94.52936,9,42.2,160.4,48.3,28.1,236.9,25.2,1128.5,0.296,low,settlement,970.2,1060.3,6.319,0.587,0.714,4.379,0,2,1,0.322,low,0,test
NER-032420,2024-10-09,Meghalaya,North Tripura,24.95928,91.62442,26.5,74.4,361.5,215.8,33,64.3,6.1,135.5,0.843,high,settlement,95.8,333.4,6.049,0.479,0.298,2.14,1,2,1.1,0.389,low,0,test
NER-032421,2024-10-10,Mizoram,Tawang,23.77646,92.45404,28.2,129,222.5,268.3,38.3,235.5,23.8,786.9,0.731,medium,barren slope,372.6,897.2,0.699,-0.167,0.083,4.837,3,1,1.99,0.403,low,0,train
NER-032422,2024-10-11,Nagaland,East Siang,25.647,94.2681,11.8,52.2,174.5,92.9,32.8,48.1,31.4,2055.8,0.388,high,agriculture,765.6,297.6,4.116,0.735,0.509,4.83,4,0,0.64,0.438,low,0,train
NER-032423,2024-10-12,Sikkim,Dima Hasao,27.38579,88.22352,23.4,63.9,310.1,181.5,37.2,141.6,36.1,476.9,0.22,medium,road corridor,1775.4,624.4,4.276,0.04,0.355,2.168,5,1,1.53,0.434,low,0,train
NER-032424,2024-10-13,Tripura,Tamenglong,24.01466,91.45936,60.5,111.5,430,294.8,54.9,118.4,11,1569.3,0.766,low,forest,1298.5,1204.9,5.114,-0.331,0.414,1.185,2,1,3.08,0.417,low,0,train
NER-032425,2024-10-14,Arunachal Pradesh,East Khasi Hills,27.43325,93.26697,27,122.2,390.5,252.9,51.1,23.5,44.6,1315.3,0.145,high,agriculture,809,1286.8,2.027,-0.314,0.048,1.01,3,1,4.95,0.598,medium,0,train
NER-032426,2024-10-15,Assam,Aizawl,25.74676,92.58484,3.5,22.7,43.8,61.3,27.3,218.7,32.3,132.1,0.146,medium,agriculture,1194.1,422.5,6.84,0.517,0.627,1.242,3,0,2.45,0.331,low,0,train
NER-032427,2024-10-16,Manipur,Kohima,24.48976,93.97282,92.7,322.7,950,423.8,74.9,5,39.1,3031.8,0.147,low,forest,329.4,619.5,6.218,-0.855,0.578,3.335,3,0,5.77,0.796,high,1,train
NER-032428,2024-10-17,Meghalaya,West Sikkim,25.86003,91.44544,43.6,153.1,267,120,44.4,139.1,25.7,1334.8,0.574,low,forest,1342.2,360.8,2.153,0.623,0.422,5.332,3,2,4.3,0.445,low,0,train
NER-032429,2024-10-18,Mizoram,Lunglei,23.55153,92.06902,43,179.2,779.5,191.8,64.6,71.9,41.1,1420.3,0.5,medium,road corridor,1467.9,1305.8,0.277,0.763,0.597,4.62,1,1,2.52,0.604,medium,0,train
NER-032430,2024-10-19,Nagaland,North Tripura,25.55054,94.45218,60.9,214.7,836.5,421,60.4,213.7,41.2,350.1,0.711,low,road corridor,64.5,1031.1,3.371,0.323,0.842,3.701,5,1,5.03,0.658,medium,1,train
NER-032431,2024-10-20,Sikkim,Tawang,27.73408,88.48458,114.8,207.2,949,451.2,68,49,19.8,272.1,0.576,medium,agriculture,177.7,1391.5,3.567,-0.442,0.53,4.795,4,0,1.05,0.664,medium,1,train
NER-032432,2024-10-21,Tripura,East Siang,24.08456,91.40338,47.1,74.1,306.2,182.8,33.1,101.2,25.8,58.2,0.458,medium,barren slope,39,279.4,5.074,0.458,0.78,1.394,1,2,2.73,0.457,medium,1,train
NER-032433,2024-10-22,Arunachal Pradesh,Dima Hasao,27.8099,93.89235,88.8,177.9,558.3,398.7,48.4,145.9,45.5,1205.1,0.908,high,settlement,47.8,350.6,1.563,0.54,0.34,2.445,3,1,3.11,0.612,medium,1,train
NER-032434,2024-10-23,Assam,Tamenglong,25.83303,93.44304,56.7,212.9,950,632.1,73.8,167.3,32.6,1003.6,0.854,medium,agriculture,976.1,101,2.106,0.51,0.366,5.411,4,2,2.27,0.686,medium,1,train
NER-032435,2024-10-24,Manipur,East Khasi Hills,24.38989,93.83301,7.1,47.8,118.2,55.8,31.7,45.8,40.6,3910.3,0.518,medium,barren slope,99.4,66.3,4.238,0.666,0.692,3.78,2,0,5.76,0.413,low,0,validation
NER-032436,2024-10-25,Meghalaya,Aizawl,25.34999,91.00049,23.6,89.8,327.2,156,39,82.3,29.5,1767.8,0.092,low,road corridor,1381.9,1490.7,4.396,-0.636,0.766,0.369,0,1,4.7,0.41,low,1,validation
NER-032437,2024-10-26,Mizoram,Kohima,24.0486,93.3204,63.8,211.1,728.8,585.8,65.6,204.1,12.4,554.4,0.32,medium,barren slope,643.8,728.6,6.358,-0.591,0.44,4.38,3,0,2.7,0.562,medium,0,validation
NER-032438,2024-10-27,Nagaland,West Sikkim,25.59459,94.0113,14.2,75.8,376.8,229.7,51.5,62.8,40.5,1629.2,0.571,high,road corridor,434.1,589.6,4.774,0.695,0.55,1.94,1,1,5.23,0.514,medium,0,test
NER-032439,2024-10-28,Sikkim,Lunglei,27.79309,88.02798,15.3,60.8,231.2,176.5,44.6,184.8,30.3,923.8,0.143,low,agriculture,278.1,1217,2.976,-0.041,0.068,1.441,2,1,4.89,0.393,low,0,test
NER-032440,2024-10-29,Tripura,North Tripura,23.4969,91.3194,0.7,20.3,126.2,76.6,25.8,154.6,33.7,1444.6,0.453,high,settlement,1764.7,482.4,1.997,0.977,0.163,4.296,5,0,4.38,0.383,low,0,test
NER-032441,2024-10-30,Arunachal Pradesh,Tawang,27.47573,93.35664,62.6,246.4,869,589.1,74,44.1,48.6,2945.7,0.163,low,road corridor,172.7,780.1,1.741,-0.95,0.901,5.049,1,3,5.11,0.756,high,1,train
NER-032442,2024-10-31,Assam,East Siang,26.06752,92.86053,71.3,176.9,517.3,463.9,39.8,223.4,45,2751.8,0.405,high,road corridor,1200.1,365.6,5.985,0.127,0.421,5.327,4,0,1.49,0.62,medium,0,train
NER-032443,2024-11-01,Manipur,Dima Hasao,24.95056,94.28372,103,260.2,421.1,680,50.5,153.8,12.8,2080.3,0.104,low,agriculture,1291.4,415.2,2.804,-0.594,0.273,1.211,2,1,3.62,0.512,medium,0,train
NER-032444,2024-11-02,Meghalaya,Tamenglong,25.85087,91.82683,45.3,119.1,434.4,168.1,52.4,187,47.1,1028.9,0.653,low,barren slope,1538,367,3.354,0.757,0.202,4.618,2,1,4.56,0.473,medium,0,train
NER-032445,2024-11-03,Mizoram,East Khasi Hills,24.07353,92.89329,109.6,302.1,559.3,553.2,60.3,151.9,6,2999.9,0.356,medium,agriculture,1723.3,759.6,4.739,0.814,0.008,3.16,0,0,1.68,0.538,medium,1,train
NER-032446,2024-11-04,Nagaland,Aizawl,26.0223,93.51277,99.9,280.5,600.3,661.4,55.3,113.7,6.2,1565.7,0.775,low,agriculture,512.1,1280.6,7.368,0.069,0.62,0.446,1,2,1.04,0.523,medium,1,train
NER-032447,2024-11-05,Sikkim,Kohima,27.14643,88.98764,30,106.3,364.1,76.6,49.9,51.6,43.5,1034.2,0.865,medium,agriculture,1306.9,1277.5,7.265,-0.172,0.969,1.915,4,3,3.37,0.551,medium,1,train
NER-032448,2024-11-06,Tripura,West Sikkim,24.02885,91.94231,112.4,381.8,950,680,73.8,25.7,26.5,1035.7,0.589,medium,agriculture,408.6,813,2.486,0.36,0.494,1.54,3,2,1.1,0.773,high,0,train
NER-032449,2024-11-07,Arunachal Pradesh,Lunglei,27.2046,93.8801,7.6,50.2,138.7,136.9,41.8,122.9,4.9,2487.5,0.285,low,barren slope,981.8,742.6,3.473,0.088,0.911,5.117,2,3,2.44,0.325,low,0,train
NER-032450,2024-11-08,Assam,North Tripura,25.77386,92.87727,14.3,70.3,213.8,107.3,27.2,124.4,45,3875.7,0.469,medium,barren slope,1639.9,695.3,2.521,0.165,0.489,1.11,5,1,2.3,0.435,low,0,train
NER-032451,2024-11-09,Manipur,Tawang,25.24834,93.56902,7.1,17.5,133.9,88.5,22.4,190.6,46.8,2527.3,0.363,high,forest,457.1,612.3,5.365,-0.725,0.304,1.376,2,0,4.48,0.447,low,0,train
NER-032452,2024-11-10,Meghalaya,East Siang,25.74529,91.90699,9.5,17.4,91.6,31.8,38,32.4,7.8,300.8,0.262,low,forest,20.6,736.4,3.402,0.014,0.219,2.388,3,0,1.91,0.251,low,1,train
NER-032453,2024-11-11,Mizoram,Dima Hasao,23.61815,92.69309,107.4,244,735.8,680,57,179.7,26.8,1944.4,0.628,low,barren slope,1377.3,126.9,0.496,0.679,0.564,2.381,0,0,2.27,0.629,medium,1,train
NER-032454,2024-11-12,Nagaland,Tamenglong,25.78779,94.51924,81,179.4,726.8,151.5,50.1,59.7,35.5,3517.5,0.121,low,road corridor,310.6,551.7,5.748,0.821,1,1.185,3,3,4.85,0.611,medium,1,train
NER-032455,2024-11-13,Sikkim,East Khasi Hills,27.11365,88.9678,84.6,176.2,862.5,423.5,65.5,209.3,45.3,1809.7,0.808,high,road corridor,1625,681,0.32,-0.598,0.699,5.28,3,2,3.27,0.715,high,0,validation
NER-032456,2024-11-14,Tripura,Aizawl,23.4185,91.75233,50.4,173.4,577.5,355.9,46.5,239.9,42.4,3856.8,0.77,medium,settlement,1150.3,992.8,5.041,0.895,0.217,4.218,1,0,3.7,0.52,medium,1,validation
NER-032457,2024-11-15,Arunachal Pradesh,Kohima,27.85627,93.80329,6.4,45.2,179,110.3,30.7,61.6,46.4,417.6,0.186,low,forest,506.5,324.4,5.046,-0.818,0.914,1.325,1,1,5.65,0.404,low,0,validation
NER-032458,2024-11-16,Assam,West Sikkim,26.28664,92.62857,77.1,197.1,805.4,365.4,71.3,143,30.8,2429.5,0.706,low,forest,1648.5,494,0.51,-0.422,0.383,4.446,2,2,0.65,0.567,medium,0,test
NER-032459,2024-11-17,Manipur,Lunglei,24.99573,94.50331,1.8,24.7,101.6,89.8,34.2,31.2,47.5,645.9,0.535,low,road corridor,458.9,725.1,1.797,-0.159,0.885,4.529,3,2,4.24,0.416,low,1,test
NER-032460,2024-11-18,Meghalaya,North Tripura,25.97682,90.86886,99.4,345.3,654.4,680,47.8,199.4,34.4,2353.8,0.307,medium,road corridor,901.6,688.3,0.819,-0.498,0.771,2.677,4,2,3,0.69,medium,1,test
NER-032461,2024-11-19,Mizoram,Tawang,23.86019,93.34552,7.8,41.6,249.2,139,28.1,162.4,16,3341.8,0.187,low,settlement,1689.8,1072.5,3.38,-0.64,0.986,0.596,1,3,1.36,0.294,low,0,train
NER-032462,2024-11-20,Nagaland,East Siang,25.85612,94.38864,60,169.9,750.1,456.3,54.2,217.1,51.7,2267.9,0.376,high,road corridor,1215.8,560.7,4.662,-0.516,0.984,1.939,2,3,2.96,0.748,high,1,train
NER-032463,2024-11-21,Sikkim,Dima Hasao,27.45021,88.84301,70.7,194.7,417.8,183.8,36.6,69.7,31.4,2995.6,0.801,medium,agriculture,518.6,1252.1,3.557,0.578,0.09,5.105,1,0,4.07,0.502,medium,0,train
NER-032464,2024-11-22,Tripura,Tamenglong,24.16491,90.87497,110.1,164.1,318.3,275.7,46.6,52.8,19.5,260.8,0.133,medium,road corridor,671.3,1466.5,7.367,0.03,0.645,0.862,0,1,0.75,0.538,medium,0,train
NER-032465,2024-11-23,Arunachal Pradesh,East Khasi Hills,27.07648,94.08709,49.9,119.2,464.7,366,44.9,130.3,46,1959.7,0.295,low,forest,396,1530.7,2.125,0.516,0.321,5.224,5,2,4.76,0.53,medium,1,train
NER-032466,2024-11-24,Assam,Aizawl,26.55139,93.54502,100.9,352.5,950,591.5,78,238.3,22.4,88.1,0.426,low,agriculture,158,686,4.301,-0.524,0.531,1.837,3,0,4.33,0.666,medium,1,train
NER-032467,2024-11-25,Manipur,Kohima,24.5412,94.07128,105.5,291.3,950,680,63.2,205.7,28,2564.8,0.132,high,barren slope,1494.7,347.6,4.902,0.327,0.479,5.427,0,0,1.27,0.735,high,1,train
NER-032468,2024-11-26,Meghalaya,West Sikkim,25.64997,91.28562,89.9,171.5,804.5,227.9,69,244.1,51.6,3416.1,0.579,high,agriculture,1549.5,629.9,5.683,0.747,0.276,2.428,4,2,1.64,0.685,medium,1,train
NER-032469,2024-11-27,Mizoram,Lunglei,23.86334,92.89661,14.7,42.6,154.5,38.2,28.9,229.5,47.1,1523,0.427,medium,agriculture,1182.9,1377.2,5.918,-0.131,0.417,3.983,3,0,3.5,0.425,low,0,train
NER-032470,2024-11-28,Nagaland,North Tripura,25.90328,94.07424,19.3,61.2,101.6,60.8,26,10.7,49.2,285.6,0.467,high,agriculture,603.6,200.9,4.408,0.746,0.284,1.555,5,1,4.06,0.467,medium,1,train
NER-032471,2024-11-29,Sikkim,Tawang,27.44755,88.85813,76,102.5,378.2,249.3,48.3,80,7.5,2876.6,0.286,medium,road corridor,1789.6,1151.8,2.916,0.906,1,5.211,4,1,2.38,0.449,low,0,train
NER-032472,2024-11-30,Tripura,East Siang,23.62802,91.08109,63.8,209,451.3,202.8,45.6,10.4,40.5,2513.7,0.371,high,forest,1514.9,211.3,6.368,0.366,0.206,4.698,1,2,3.34,0.624,medium,1,train
NER-032473,2024-12-01,Arunachal Pradesh,Dima Hasao,26.99685,93.11269,37.4,55.7,157.8,91.5,25,140.6,8.7,713.9,0.901,low,road corridor,532.6,310.6,2.352,0.93,0.509,4.497,0,2,3.55,0.233,low,0,train
NER-032474,2024-12-02,Assam,Tamenglong,26.42455,92.85253,36.5,137.5,725.3,108,62.6,213.7,13.1,2146.6,0.248,high,settlement,1065,525.7,6.492,-0.875,0.728,1.854,0,3,1.88,0.501,medium,0,train
NER-032475,2024-12-03,Manipur,East Khasi Hills,24.86912,93.82796,72.4,120.8,364.1,148.3,34.7,231.6,11.2,757,0.599,low,agriculture,1097.7,195.5,6.61,-0.388,0.417,3.83,3,0,4.61,0.37,low,0,validation
NER-032476,2024-12-04,Meghalaya,Aizawl,25.33016,90.87575,38.3,132.3,504,184.6,41.4,33,30.8,1303.9,0.106,medium,agriculture,1604.8,95.8,5.376,0.427,0.772,2.272,2,1,1.69,0.549,medium,1,validation
NER-032477,2024-12-05,Mizoram,Kohima,23.87722,93.31271,10.2,30.6,110.2,84.2,22.4,165.2,32.4,3585.4,0.111,high,agriculture,201.7,741.2,5.316,-0.124,0.265,5.352,3,1,3.33,0.381,low,0,validation
NER-032478,2024-12-06,Nagaland,West Sikkim,26.51618,94.2246,50.4,152.2,510.9,144.8,52.6,22.6,44.8,3659.5,0.632,medium,road corridor,813.7,1480.6,0.835,-0.549,1,5.2,2,3,3.72,0.627,medium,1,test
NER-032479,2024-12-07,Sikkim,Lunglei,27.03301,88.62832,38.7,80.4,226.1,171.7,41.8,230.1,38.2,2341.3,0.634,high,barren slope,1190.5,1257.6,7.265,-0.405,0.009,3.923,5,1,2.31,0.436,low,0,test
NER-032480,2024-12-08,Tripura,North Tripura,23.92877,91.88682,80.9,282.7,950,275.2,76.8,102.2,39,79.4,0.751,medium,agriculture,1316.1,712.1,5.452,-0.337,0.942,1.14,2,2,2.44,0.756,high,0,test
NER-032481,2024-12-09,Arunachal Pradesh,Tawang,27.635,93.18158,6.5,27.8,102.2,86.6,37.3,26.7,23,3047.4,0.488,low,settlement,826.7,912.6,3.444,-0.077,0.719,4.955,3,3,0.71,0.337,low,0,train
NER-032482,2024-12-10,Assam,East Siang,26.67353,92.67235,59.1,73.4,340.7,201.8,51.3,5.2,18.7,1260.5,0.441,high,settlement,665.4,787.9,2.535,-0.052,0.781,3.63,2,3,1.87,0.514,medium,1,train
NER-032483,2024-12-11,Manipur,Dima Hasao,24.29982,93.39867,82.5,123.7,461.5,301.5,53.7,237.3,30,2494.6,0.333,medium,agriculture,1317.1,510.7,7.176,0.234,0.396,4.504,1,0,2.96,0.511,medium,0,train
NER-032484,2024-12-12,Meghalaya,Tamenglong,25.94379,91.60307,53.9,76.7,211.4,72.2,42.8,122.9,39,3551.2,0.472,medium,forest,1184.8,938.8,1.08,0.38,0.407,1.285,2,1,2.54,0.474,medium,1,train
NER-032485,2024-12-13,Mizoram,East Khasi Hills,24.23739,92.68047,15,58.3,257.7,159.7,43.5,231.3,16.3,937.9,0.352,high,road corridor,914.3,783.3,3.455,-0.296,0.557,5.141,1,1,2.63,0.354,low,0,train
NER-032486,2024-12-14,Nagaland,Aizawl,25.89269,93.88363,10,34,199.5,71.6,28.6,188.3,28.4,1774.3,0.756,low,road corridor,175.5,1548.3,7.247,0.6,0.479,3.354,3,1,2.43,0.304,low,1,train
NER-032487,2024-12-15,Sikkim,Kohima,27.86989,88.43909,93.3,334.5,729,680,56.6,141.4,51.3,817.7,0.173,medium,road corridor,784.3,378.5,4.597,-0.491,1,4.571,3,2,1.92,0.794,high,1,train
NER-032488,2024-12-16,Tripura,West Sikkim,24.24899,91.85362,38.2,156.2,600,314.7,55.1,93.9,44.1,269.6,0.607,medium,settlement,1776.9,796.6,7.226,0.834,0.013,0.296,4,0,4.63,0.55,medium,0,train
NER-032489,2024-12-17,Arunachal Pradesh,Lunglei,27.99444,94.01559,18.4,87,185.9,279,35.6,200.4,16.2,3703.6,0.717,high,forest,1216.7,1528.6,0.496,-0.355,0.558,4.286,2,2,3.83,0.362,low,1,train
NER-032490,2024-12-18,Assam,North Tripura,25.67666,93.521,108.8,368.4,950,238.8,78.3,193.6,27.8,1835.6,0.095,low,settlement,219.3,577.5,5.331,-0.475,0.518,2.118,3,0,0.53,0.668,medium,1,train
NER-032491,2024-12-19,Manipur,Tawang,25.08956,94.37906,51.9,161.5,665.8,390.6,64.6,139.3,29.3,1393.6,0.493,low,forest,1537.2,1061.8,0.583,0.382,0.225,1.467,2,2,3.91,0.501,medium,0,train
NER-032492,2024-12-20,Meghalaya,East Siang,25.47818,91.87669,68.1,125.6,488.7,106.7,50.7,133.9,43,3020.1,0.834,medium,forest,883.4,949.2,0.48,-0.401,0.2,2.23,4,2,1.44,0.501,medium,1,train
NER-032493,2024-12-21,Mizoram,Dima Hasao,23.16534,93.00688,73,283.8,869.9,384,63.4,99.2,28.9,1821.1,0.457,low,barren slope,132,256.5,6.892,0.336,0.181,0.915,4,2,2.28,0.62,medium,1,train
NER-032494,2024-12-22,Nagaland,Tamenglong,26.44162,94.3905,93.9,297.9,812,215.9,67.9,108.7,12.2,3894.6,0.377,high,barren slope,187.4,667.8,3.295,-0.65,0.474,3.314,1,1,4.26,0.681,medium,1,train
NER-032495,2024-12-23,Sikkim,East Khasi Hills,27.85742,89.24622,109.6,335.6,950,239.1,75.9,181.2,33.1,337.7,0.82,low,agriculture,1764.4,40.1,5.834,-0.833,0.093,4.988,1,1,0.96,0.672,medium,1,validation
NER-032496,2024-12-24,Tripura,Aizawl,24.13147,91.18829,94.4,305.7,950,680,75.3,61.6,33.6,3854,0.164,high,barren slope,1485.9,610.4,6.201,-0.05,0.441,5.465,3,0,4.85,0.881,high,1,validation
NER-032497,2024-12-25,Arunachal Pradesh,Kohima,27.16465,94.05683,42.3,131.1,503.3,402.2,53.1,238.1,47.6,2062.8,0.618,high,barren slope,1669.2,674.9,0.579,0.908,0.5,2.56,5,2,1.95,0.632,medium,1,validation
NER-032498,2024-12-26,Assam,West Sikkim,26.0232,93.01034,5.1,29,68.2,112.9,19.4,22.9,51.5,3768.2,0.439,high,agriculture,566.1,519.7,1.435,-0.411,0.777,3.837,4,2,5.13,0.47,medium,0,test
NER-032499,2024-12-27,Manipur,Lunglei,24.63055,93.83508,92.2,275.3,586.3,457.5,60,198.2,12.9,1804.4,0.852,low,settlement,273.2,1143.7,3.74,-0.093,0.482,4.242,2,0,1.6,0.507,medium,1,test
NER-032500,2024-12-28,Meghalaya,North Tripura,25.58156,91.75104,64.4,152,650.4,315.8,62,131.7,7.3,2290.2,0.413,low,barren slope,1771.5,235.1,3.16,0.233,0.681,1.064,2,0,1.48,0.49,medium,0,test
NER-032501,2024-12-29,Mizoram,Tawang,23.36852,92.4192,21.5,68.1,316,127.4,38.1,140.8,36.7,2852.5,0.421,medium,agriculture,79,1427.7,4.961,-0.592,0.395,3.121,1,2,2.59,0.407,low,0,train
